"Week","SeasonType","StartDate","Completed","HomeId","HomeTeam","HomeClassification","HomeConference","HomePoints","AwayId","AwayTeam","AwayClassification","AwayConference","AwayPoints"
"2","regular","2025-09-04T23:00:00.000Z","true","2738","Wisconsin-Eau Claire","iii","Wisconsin","29","32","Carroll University (WI)","iii","CCIW","7"
"2","regular","2025-09-04T23:00:00.000Z","true","2271","Henderson State","ii","Great American","48","200","Southern Nazarene","ii","Great American","13"
"2","regular","2025-09-04T23:00:00.000Z","true","2849","Westminster (PA)","iii","Presidents'","8","317","Marietta","iii","Ohio","12"
"2","regular","2025-09-04T23:00:00.000Z","true","2986","Fairmont State","ii","Mountain East","41","2071","Bloomsburg","ii","Pennsylvania State Athletic","40"
"2","regular","2025-09-04T23:00:00.000Z","true","210","Millersville","ii","Pennsylvania State Athletic","34","341","Frostburg State","ii","Mountain East","42"
"2","regular","2025-09-04T23:00:00.000Z","true","191","Heidelberg","iii","Ohio","65","2274","Hiram College","iii","Presidents'","27"
"2","regular","2025-09-04T23:00:00.000Z","true","398","Wilkes","iii","Landmark Conference","19","247","Kings College (PA)","iii","Mid Atlantic","16"
"2","regular","2025-09-04T23:00:00.000Z","true","199","Southeastern Oklahoma State","ii","Great American","44","2028","Arkansas-Monticello","ii","Great American","13"
"2","regular","2025-09-04T23:00:00.000Z","true","2927","Southwestern Oklahoma State","ii","Great American","10","2033","Arkansas Tech","ii","Great American","32"
"2","regular","2025-09-04T23:00:00.000Z","true","2823","Northwestern Oklahoma State","ii","Great American","7","2264","Harding University","ii","Great American","49"
"2","regular","2025-09-04T23:05:00.000Z","true","2188","East Stroudsburg University","ii","Pennsylvania State Athletic","31","2487","Pace","ii","Northeast 10","12"
"2","regular","2025-09-04T23:30:00.000Z","true","2315","Kutztown University","ii","Pennsylvania State Athletic","51","2038","Assumption","ii","Northeast 10","14"
"2","regular","2025-09-05T00:00:00.000Z","true","2191","East Central (OK)","ii","Great American","24","2888","Ouachita Baptist","ii","Great American","22"
"2","regular","2025-09-05T00:00:00.000Z","true","2758","Howard Payne","iii","American Southwest","21","205","Pacific (OR)","iii","Northwest","13"
"2","regular","2025-09-05T00:00:00.000Z","true","2056","Belhaven","iii","USA South","50","2398","Millsaps","iii","Southern Athletic","24"
"2","regular","2025-09-05T00:00:00.000Z","true","2570","CSU Pueblo","ii","Rocky Mountain","35","2231","Fort Hays State","ii","Mid America","36"
"2","regular","2025-09-05T00:00:00.000Z","true","2286","Illinois College","iii","Midwest","28","2257","Greenville","iii","Upper Midwest","9"
"2","regular","2025-09-05T00:00:00.000Z","true","2704","West Texas A&M","ii","Lone Star","31","2146","Colorado School Of Mines","ii","Rocky Mountain","33"
"2","regular","2025-09-05T00:00:00.000Z","true","2155","Cornell College (IA)","iii","Midwest","6","2141","Coe College","iii","American Rivers","62"
"2","regular","2025-09-05T22:00:00.000Z","true","417","Gallaudet","iii","Old Dominion","7","2015","Albright","iii","Mid Atlantic","9"
"2","regular","2025-09-05T22:00:00.000Z","true","40","Curry College","iii","Commonwealth Coast","35","18","Bridgewater State","iii","MSCAC","28"
"2","regular","2025-09-05T22:00:00.000Z","true","2644","Thiel","iii","Presidents'","8","409","Concordia-Wisconsin","iii","NACC","27"
"2","regular","2025-09-05T22:00:00.000Z","true","112334","Franklin Pierce","ii","Northeast 10","13","215","Slippery Rock","ii","Pennsylvania State Athletic","24"
"2","regular","2025-09-05T22:00:00.000Z","true","2383","Merchant Marine Academy","iii","NEWMAC","29","2818","Montclair State","iii","New Jersey","15"
"2","regular","2025-09-05T22:00:00.000Z","true","2516","Randolph-Macon","iii","Old Dominion","48","2175","Dickinson (PA)","iii","Centennial","34"
"2","regular","2025-09-05T23:00:00.000Z","true","2248","Gettysburg","iii","Centennial","30","246","Juniata College","iii","Landmark Conference","31"
"2","regular","2025-09-05T23:00:00.000Z","true","2108","Catholic","iii","Landmark Conference","10","2700","McDaniel College","iii","Centennial","7"
"2","regular","2025-09-05T23:00:00.000Z","true","110","Mass Maritime","iii","MSCAC","14","2951","SUNY Maritime","iii","NEWMAC","21"
"2","regular","2025-09-05T23:00:00.000Z","true","114","Fitchburg State","iii","MSCAC","49","110438","Dean College","iii","MSCAC","14"
"2","regular","2025-09-05T23:00:00.000Z","true","2779","St. Lawrence","iii","Liberty League","19","2467","Norwich","iii","NEWMAC","3"
"2","regular","2025-09-05T23:00:00.000Z","true","97","Louisville","fbs","ACC","28","256","James Madison","fbs","Sun Belt","14"
"2","regular","2025-09-05T23:00:00.000Z","true","365","Alfred University","iii","Empire 8","28","174","Hobart College","iii","Liberty League","23"
"2","regular","2025-09-05T23:00:00.000Z","true","2422","Muhlenberg","iii","Centennial","38","323","Moravian","iii","Landmark Conference","19"
"2","regular","2025-09-05T23:30:00.000Z","true","111674","Reading","iii","Mid Atlantic","17","2667","Ursinus","iii","Centennial","41"
"2","regular","2025-09-05T23:30:00.000Z","true","120","Maryland","fbs","Big Ten","20","2459","Northern Illinois","fbs","Mid-American","9"
"2","regular","2025-09-05T23:30:00.000Z","true","77","Northwestern","fbs","Big Ten","42","2710","Western Illinois","fcs","Big South-OVC","7"
"2","regular","2025-09-06T01:00:00.000Z","true","68","Boise State","fbs","Mountain West","51","331","Eastern Washington","fcs","Big Sky","14"
"2","regular","2025-09-06T04:00:00.000Z","true","2025","Angelo State","ii","Lone Star","41","2214","Emporia State University","ii","Mid America","20"
"2","regular","2025-09-06T16:00:00.000Z","true","152","NC State","fbs","ACC","35","258","Virginia","fbs","ACC","31"
"2","regular","2025-09-06T16:00:00.000Z","true","2304","Johnson C Smith","ii","CIAA","28","2673","Valdosta State","ii","Gulf South","16"
"2","regular","2025-09-06T16:00:00.000Z","true","2224","Findlay","ii","Great Midwest Athletic","38","2292","Indianapolis","ii","Great Lakes","35"
"2","regular","2025-09-06T16:00:00.000Z","true","2967","Framingham State","iii","MSCAC","13","2280","Husson","iii","Commonwealth Coast","40"
"2","regular","2025-09-06T16:00:00.000Z","true","2782","Cortland","iii","Empire 8","14","146","Grove City College","iii","Presidents'","31"
"2","regular","2025-09-06T16:00:00.000Z","true","216","Susquehanna","iii","Landmark Conference","33","237","Union (NY)","iii","Liberty League","14"
"2","regular","2025-09-06T16:00:00.000Z","true","2151","Concordia University Chicago","iii","NACC","17","2399","Minnesota Morris","iii","Upper Midwest","16"
"2","regular","2025-09-06T16:00:00.000Z","true","109","MIT","iii","NEWMAC","46","2884","Nichols College","iii","Commonwealth Coast","13"
"2","regular","2025-09-06T16:00:00.000Z","true","359","Otterbein","iii","Ohio","28","2980","Ohio Wesleyan","iii","North Coast","65"
"2","regular","2025-09-06T16:00:00.000Z","true","221","Pittsburgh","fbs","ACC","45","2117","Central Michigan","fbs","Mid-American","17"
"2","regular","2025-09-06T16:00:00.000Z","true","52","Florida State","fbs","ACC","77","2837","East Texas A&M","fcs","Southland","3"
"2","regular","2025-09-06T16:00:00.000Z","true","183","Syracuse","fbs","ACC","27","41","UConn","fbs","FBS Independents","20"
"2","regular","2025-09-06T16:00:00.000Z","true","150","Duke","fbs","ACC","19","356","Illinois","fbs","Big Ten","45"
"2","regular","2025-09-06T16:00:00.000Z","true","135","Minnesota","fbs","Big Ten","66","2466","Northwestern State","fcs","Southland","0"
"2","regular","2025-09-06T16:00:00.000Z","true","2808","Delaware Valley","iii","Mid Atlantic","9","297","Hampden-Sydney","iii","Old Dominion","38"
"2","regular","2025-09-06T16:00:00.000Z","true","452","Endicott College","iii","Commonwealth Coast","31","2969","Misericordia","iii","Mid Atlantic","21"
"2","regular","2025-09-06T16:00:00.000Z","true","2886","Northwood (MI)","ii","Great Midwest Athletic","23","128","Northern Michigan","ii","GLIAC","18"
"2","regular","2025-09-06T16:00:00.000Z","true","2686","Washington & Jefferson","iii","Presidents'","31","390","Utica","iii","Empire 8","49"
"2","regular","2025-09-06T16:00:00.000Z","true","2221","FDU-Florham","iii","Mid Atlantic","0","374","St John Fisher University","iii","Empire 8","21"
"2","regular","2025-09-06T16:00:00.000Z","true","127954","Eastern University","iii","Mid Atlantic","46","15","Anna Maria College","iii","MSCAC","7"
"2","regular","2025-09-06T16:00:00.000Z","true","184","University of Rochester (NY)","iii","Liberty League","38","354","Olivet College","iii","Michigan","17"
"2","regular","2025-09-06T16:00:00.000Z","true","2776","Salve Regina","iii","NEWMAC","34","379","UMass Dartmouth","iii","MSCAC","13"
"2","regular","2025-09-06T16:00:00.000Z","true","131108","New England College","","","21","2972","Plymouth State","iii","MSCAC","49"
"2","regular","2025-09-06T16:00:00.000Z","true","2707","West Virginia State","ii","Mountain East","28","122666","Wilson","ii","Carolinas","14"
"2","regular","2025-09-06T16:00:00.000Z","true","2060","Bentley","ii","Northeast 10","13","223","West Chester","ii","Pennsylvania State Athletic","30"
"2","regular","2025-09-06T16:00:00.000Z","true","391","Oberlin","iii","North Coast","6","129738","Calvin University","iii","Michigan","88"
"2","regular","2025-09-06T16:00:00.000Z","true","2567","SMU","fbs","ACC","45","239","Baylor","fbs","Big 12","48"
"2","regular","2025-09-06T16:00:00.000Z","true","173","Hartwick","iii","Empire 8","56","274","Maine Maritime","iii","Commonwealth Coast","7"
"2","regular","2025-09-06T16:00:00.000Z","true","55","Jacksonville State","fbs","Conference USA","34","2335","Liberty","fbs","Conference USA","24"
"2","regular","2025-09-06T16:00:00.000Z","true","251","Texas","fbs","SEC","38","23","San José State","fbs","Mountain West","7"
"2","regular","2025-09-06T16:00:00.000Z","true","66","Iowa State","fbs","Big 12","16","2294","Iowa","fbs","Big Ten","13"
"2","regular","2025-09-06T16:00:00.000Z","true","2641","Texas Tech","fbs","Big 12","62","2309","Kent State","fbs","Mid-American","14"
"2","regular","2025-09-06T16:00:00.000Z","true","2184","Duquesne","fcs","NEC","55","2339","Lincoln (PA)","ii","CIAA","14"
"2","regular","2025-09-06T16:00:00.000Z","true","2329","Lehigh","fcs","Patriot","28","2529","Sacred Heart","fcs","FCS Independents","10"
"2","regular","2025-09-06T16:00:00.000Z","true","2168","Dayton","fcs","Pioneer","38","2646","Thomas More College","ii","Great Midwest Athletic","0"
"2","regular","2025-09-06T16:00:00.000Z","true","2385","Mercyhurst","fcs","NEC","48","2441","New Haven","fcs","NEC","14"
"2","regular","2025-09-06T16:00:00.000Z","true","2115","Central Connecticut","fcs","NEC","34","2022","American International","ii","Northeast 10","7"
"2","regular","2025-09-06T16:00:00.000Z","true","213","Penn State","fbs","Big Ten","34","2229","Florida International","fbs","Conference USA","0"
"2","regular","2025-09-06T16:00:00.000Z","true","84","Indiana","fbs","Big Ten","56","338","Kennesaw State","fbs","Conference USA","9"
"2","regular","2025-09-06T16:45:00.000Z","true","245","Texas A&M","fbs","SEC","44","328","Utah State","fbs","Mountain West","22"
"2","regular","2025-09-06T17:00:00.000Z","true","418","Hendrix College","iii","Southern Athletic","14","2373","Maryville College (TN)","iii","USA South","40"
"2","regular","2025-09-06T17:00:00.000Z","true","2909","Westfield State","iii","MSCAC","12","293","Castleton","iii","New Jersey","16"
"2","regular","2025-09-06T17:00:00.000Z","true","2827","Rowan","iii","New Jersey","17","2963","Case Western Reserve","iii","Presidents'","17"
"2","regular","2025-09-06T17:00:00.000Z","true","2614","Saint Vincent","iii","Presidents'","28","125974","Hilbert College","iii","Empire 8","7"
"2","regular","2025-09-06T17:00:00.000Z","true","2828","Shenandoah","iii","Old Dominion","25","291","Methodist","iii","USA South","6"
"2","regular","2025-09-06T17:00:00.000Z","true","80","Chicago","iii","Midwest","0","2102","Carnegie Mellon","iii","Presidents'","20"
"2","regular","2025-09-06T17:00:00.000Z","true","129469","Anderson (Sc)","ii","South Atlantic","35","101784","ERSKINE","ii","Carolinas","7"
"2","regular","2025-09-06T17:00:00.000Z","true","46","Georgetown","fcs","Patriot","31","2681","Wagner","fcs","NEC","20"
"2","regular","2025-09-06T17:00:00.000Z","true","282","Indiana State","fcs","MVFC","38","2197","Eastern Illinois","fcs","Big South-OVC","14"
"2","regular","2025-09-06T17:00:00.000Z","true","2362","Manchester","iii","Heartland","14","433","Westminster College (MO)","iii","Upper Midwest","21"
"2","regular","2025-09-06T17:00:00.000Z","true","175","Ithaca College","iii","Liberty League","14","118","Johns Hopkins University","iii","Centennial","42"
"2","regular","2025-09-06T17:00:00.000Z","true","2559","Shippensburg","ii","Pennsylvania State Athletic","7","2075","Bowie State","ii","CIAA","23"
"2","regular","2025-09-06T17:00:00.000Z","true","2368","Marist","fcs","Pioneer","23","2083","Bucknell","fcs","Patriot","34"
"2","regular","2025-09-06T17:00:00.000Z","true","2213","Emory & Henry College","ii","South Atlantic","35","2107","Catawba","ii","South Atlantic","7"
"2","regular","2025-09-06T17:00:00.000Z","true","2771","Merrimack","fcs","FCS Independents","31","2830","St. Anselm","ii","Northeast 10","6"
"2","regular","2025-09-06T17:00:00.000Z","true","284","Stonehill","fcs","NEC","26","322","Lafayette","fcs","Patriot","42"
"2","regular","2025-09-06T17:00:00.000Z","true","2062","Bethany (WV)","iii","Presidents'","6","2553","Sewanee","iii","Southern Athletic","41"
"2","regular","2025-09-06T17:00:00.000Z","true","2688","Washington and Lee","iii","Old Dominion","21","2532","Salisbury","iii","New Jersey","42"
"2","regular","2025-09-06T17:00:00.000Z","true","2871","Kean","iii","New Jersey","17","3110","SUNY Morrisville","iii","Empire 8","14"
"2","regular","2025-09-06T17:00:00.000Z","true","2725","Widener","iii","Mid Atlantic","44","2242","Geneva","iii","Presidents'","18"
"2","regular","2025-09-06T17:00:00.000Z","true","2804","Chowan","ii","Carolinas","28","2695","West Alabama","ii","Gulf South","38"
"2","regular","2025-09-06T17:00:00.000Z","true","2354","Lycoming","iii","Landmark Conference","24","2442","College Of New Jersey","iii","New Jersey","27"
"2","regular","2025-09-06T17:00:00.000Z","true","2316","Kentucky Wesleyan","ii","Great Midwest Athletic","7","110242","West Florida","ii","Gulf South","28"
"2","regular","2025-09-06T17:00:00.000Z","true","2913","Brevard College","iii","USA South","20","3077","Kentucky Christian","","","41"
"2","regular","2025-09-06T17:00:00.000Z","true","268","Lawrence University","iii","Midwest","14","446","Martin Luther","iii","Upper Midwest","33"
"2","regular","2025-09-06T17:00:00.000Z","true","2723","Wisconsin-River Falls","iii","Wisconsin","45","2800","Alma","iii","Michigan","33"
"2","regular","2025-09-06T17:00:00.000Z","true","2702","Western New England","iii","Commonwealth Coast","23","81","Springfield","iii","NEWMAC","22"
"2","regular","2025-09-06T17:00:00.000Z","true","2845","Waynesburg","iii","Presidents'","14","2302","John Carroll University","iii","Ohio","48"
"2","regular","2025-09-06T17:00:00.000Z","true","2816","McKendree","ii","Great Lakes","17","2273","Hillsdale","ii","Great Midwest Athletic","22"
"2","regular","2025-09-06T17:00:00.000Z","true","2023","Anderson (IN)","iii","Heartland","7","3162","Alfred State","iii","Empire 8","6"
"2","regular","2025-09-06T17:00:00.000Z","true","3112","Christopher Newport","iii","New Jersey","38","2651","Trine University","iii","Michigan","7"
"2","regular","2025-09-06T17:00:00.000Z","true","111675","Biddeford","iii","Commonwealth Coast","56","2557","Coast Guard","iii","NEWMAC","49"
"2","regular","2025-09-06T17:00:00.000Z","true","124180","Bluefield State","ii","CIAA","38","2148","Concord University","ii","Mountain East","31"
"2","regular","2025-09-06T17:00:00.000Z","true","2699","West Liberty","ii","Mountain East","21","611","Seton Hill","ii","Pennsylvania State Athletic","42"
"2","regular","2025-09-06T17:00:00.000Z","true","2896","Southern Virginia","iii","USA South","27","3111","Apprentice School","iii","Independent DIII","6"
"2","regular","2025-09-06T17:00:00.000Z","true","2635","Tennessee Tech","fcs","Big South-OVC","45","236","Chattanooga","fcs","Southern","17"
"2","regular","2025-09-06T17:00:00.000Z","true","2086","Butler","fcs","Pioneer","37","2654","Truman State","ii","Great Lakes","27"
"2","regular","2025-09-06T17:00:00.000Z","true","2169","Delaware State","fcs","MEAC","37","399","UAlbany","fcs","CAA","32"
"2","regular","2025-09-06T17:30:00.000Z","true","2678","VMI","fcs","Southern","42","366","Ferrum","ii","Carolinas","7"
"2","regular","2025-09-06T17:30:00.000Z","true","2233","Franklin","iii","Heartland","27","427","Ohio Northern","iii","Ohio","20"
"2","regular","2025-09-06T17:30:00.000Z","true","426","University of Mount Union","iii","Ohio","37","396","Wheaton","iii","CCIW","29"
