"Week","SeasonType","StartDate","Completed","HomeId","HomeTeam","HomeClassification","HomeConference","HomePoints","AwayId","AwayTeam","AwayClassification","AwayConference","AwayPoints"
"8","regular","2025-10-18T04:00:00.000Z","false","68","Boise State","fbs","Mountain West","","2439","UNLV","fbs","Mountain West",""
"8","regular","2025-10-18T04:00:00.000Z","false","167","New Mexico","fbs","Mountain West","","2440","Nevada","fbs","Mountain West",""
"8","regular","2025-10-18T04:00:00.000Z","false","290","Georgia Southern","fbs","Sun Belt","","2247","Georgia State","fbs","Sun Belt",""
"8","regular","2025-10-18T04:00:00.000Z","false","256","James Madison","fbs","Sun Belt","","295","Old Dominion","fbs","Sun Belt",""
"8","regular","2025-10-18T04:00:00.000Z","false","2433","UL Monroe","fbs","Sun Belt","","2653","Troy","fbs","Sun Belt",""
"8","regular","2025-10-18T04:00:00.000Z","false","5","UAB","fbs","American Athletic","","235","Memphis","fbs","American Athletic",""
"8","regular","2025-10-18T04:00:00.000Z","false","2294","Iowa","fbs","Big Ten","","213","Penn State","fbs","Big Ten",""
"8","regular","2025-10-18T04:00:00.000Z","false","195","Ohio","fbs","Mid-American","","2459","Northern Illinois","fbs","Mid-American",""
"8","regular","2025-10-18T04:00:00.000Z","false","2649","Toledo","fbs","Mid-American","","2309","Kent State","fbs","Mid-American",""
"8","regular","2025-10-18T04:00:00.000Z","false","249","North Texas","fbs","American Athletic","","2636","UTSA","fbs","American Athletic",""
"8","regular","2025-10-18T04:00:00.000Z","false","2579","South Carolina","fbs","SEC","","201","Oklahoma","fbs","SEC",""
"8","regular","2025-10-18T04:00:00.000Z","false","2429","Charlotte","fbs","American Athletic","","218","Temple","fbs","American Athletic",""
"8","regular","2025-10-18T04:00:00.000Z","false","2655","Tulane","fbs","American Athletic","","349","Army","fbs","American Athletic",""
"8","regular","2025-10-18T04:00:00.000Z","false","189","Bowling Green","fbs","Mid-American","","2117","Central Michigan","fbs","Mid-American",""
"8","regular","2025-10-18T04:00:00.000Z","false","2830","St. Anselm","ii","Northeast 10","","2022","American International","ii","Northeast 10",""
"8","regular","2025-10-18T04:00:00.000Z","false","58","South Florida","fbs","American Athletic","","2226","Florida Atlantic","fbs","American Athletic",""
"8","regular","2025-10-18T04:00:00.000Z","false","613","South Dakota Mines","ii","Rocky Mountain","","2714","Western Colorado","ii","Rocky Mountain",""
"8","regular","2025-10-18T04:00:00.000Z","false","2310","Kentucky State","ii","SIAC","","112334","Franklin Pierce","ii","Northeast 10",""
"8","regular","2025-10-18T04:00:00.000Z","false","2249","Glenville State","ii","Mountain East","","2148","Concord University","ii","Mountain East",""
"8","regular","2025-10-18T04:00:00.000Z","false","2403","Missouri Southern State","ii","Mid America","","2438","Nebraska-Kearney","ii","Mid America",""
"8","regular","2025-10-18T04:00:00.000Z","false","2695","West Alabama","ii","Gulf South","","110242","West Florida","ii","Gulf South",""
"8","regular","2025-10-18T04:00:00.000Z","false","113","Massachusetts","fbs","Mid-American","","2084","Buffalo","fbs","Mid-American",""
"8","regular","2025-10-18T04:00:00.000Z","false","164","Rutgers","fbs","Big Ten","","2483","Oregon","fbs","Big Ten",""
"8","regular","2025-10-18T04:00:00.000Z","false","275","Wisconsin","fbs","Big Ten","","194","Ohio State","fbs","Big Ten",""
"8","regular","2025-10-18T04:00:00.000Z","false","84","Indiana","fbs","Big Ten","","127","Michigan State","fbs","Big Ten",""
"8","regular","2025-10-18T04:00:00.000Z","false","248","Houston","fbs","Big 12","","12","Arizona","fbs","Big 12",""
"8","regular","2025-10-18T04:00:00.000Z","false","2116","UCF","fbs","Big 12","","277","West Virginia","fbs","Big 12",""
"8","regular","2025-10-18T16:00:00.000Z","false","2967","Framingham State","iii","MSCAC","","2909","Westfield State","iii","MSCAC",""
"8","regular","2025-10-18T16:00:00.000Z","false","2056","Belhaven","iii","USA South","","2256","Greensboro College","iii","USA South",""
"8","regular","2025-10-18T16:00:00.000Z","false","2646","Thomas More College","ii","Great Midwest Athletic","","2838","Tiffin","ii","Great Midwest Athletic",""
"8","regular","2025-10-18T16:00:00.000Z","false","2205","Edinboro University","ii","Pennsylvania State Athletic","","2986","Fairmont State","ii","Mountain East",""
"8","regular","2025-10-18T16:00:00.000Z","false","2707","West Virginia State","ii","Mountain East","","112335","Wheeling","ii","Mountain East",""
"8","regular","2025-10-18T16:00:00.000Z","false","126086","Post University","ii","Northeast 10","","2038","Assumption","ii","Northeast 10",""
"8","regular","2025-10-18T16:00:00.000Z","false","293","Castleton","iii","New Jersey","","2442","College Of New Jersey","iii","New Jersey",""
"8","regular","2025-10-18T16:00:00.000Z","false","110","Mass Maritime","iii","MSCAC","","114","Fitchburg State","iii","MSCAC",""
"8","regular","2025-10-18T16:00:00.000Z","false","2280","Husson","iii","Commonwealth Coast","","131108","New England College","","",""
"8","regular","2025-10-18T16:00:00.000Z","false","40","Curry College","iii","Commonwealth Coast","","2884","Nichols College","iii","Commonwealth Coast",""
"8","regular","2025-10-18T16:00:00.000Z","false","2108","Catholic","iii","Landmark Conference","","323","Moravian","iii","Landmark Conference",""
"8","regular","2025-10-18T16:00:00.000Z","false","2776","Salve Regina","iii","NEWMAC","","2383","Merchant Marine Academy","iii","NEWMAC",""
"8","regular","2025-10-18T16:00:00.000Z","false","127954","Eastern University","iii","Mid Atlantic","","2015","Albright","iii","Mid Atlantic",""
"8","regular","2025-10-18T16:00:00.000Z","false","2221","FDU-Florham","iii","Mid Atlantic","","2808","Delaware Valley","iii","Mid Atlantic",""
"8","regular","2025-10-18T16:00:00.000Z","false","2818","Montclair State","iii","New Jersey","","2532","Salisbury","iii","New Jersey",""
"8","regular","2025-10-18T16:00:00.000Z","false","2557","Coast Guard","iii","NEWMAC","","109","MIT","iii","NEWMAC",""
"8","regular","2025-10-18T16:00:00.000Z","false","2477","Ohio Dominican","ii","Great Midwest Athletic","","308","Ashland","ii","Great Midwest Athletic",""
"8","regular","2025-10-18T16:00:00.000Z","false","2224","Findlay","ii","Great Midwest Athletic","","2316","Kentucky Wesleyan","ii","Great Midwest Athletic",""
"8","regular","2025-10-18T16:00:00.000Z","false","2781","Brockport","iii","Empire 8","","3162","Alfred State","iii","Empire 8",""
"8","regular","2025-10-18T16:00:00.000Z","false","2972","Plymouth State","iii","MSCAC","","15","Anna Maria College","iii","MSCAC",""
"8","regular","2025-10-18T16:00:00.000Z","false","2392","Michigan Tech","ii","GLIAC","","2222","Ferris State","ii","GLIAC",""
"8","regular","2025-10-18T16:00:00.000Z","false","108","Harvard","fcs","Ivy","","2771","Merrimack","fcs","FCS Independents",""
"8","regular","2025-10-18T16:00:00.000Z","false","225","Brown","fcs","Ivy","","163","Princeton","fcs","Ivy",""
"8","regular","2025-10-18T16:00:00.000Z","false","2747","Wofford","fcs","Southern","","231","Furman","fcs","Southern",""
"8","regular","2025-10-18T16:00:00.000Z","false","43","Yale","fcs","Ivy","","284","Stonehill","fcs","NEC",""
"8","regular","2025-10-18T16:00:00.000Z","false","2168","Dayton","fcs","Pioneer","","2086","Butler","fcs","Pioneer",""
"8","regular","2025-10-18T17:00:00.000Z","false","2230","Fordham","fcs","Patriot","","159","Dartmouth","fcs","Ivy",""
"8","regular","2025-10-18T17:00:00.000Z","false","282","Indiana State","fcs","MVFC","","2449","North Dakota State","fcs","MVFC",""
"8","regular","2025-10-18T17:00:00.000Z","false","172","Cornell","fcs","Ivy","","2083","Bucknell","fcs","Patriot",""
"8","regular","2025-10-18T17:00:00.000Z","false","2405","Monmouth","fcs","CAA","","2619","Stony Brook","fcs","CAA",""
"8","regular","2025-10-18T17:00:00.000Z","false","222","Villanova","fcs","CAA","","2261","Hampton","fcs","CAA",""
"8","regular","2025-10-18T17:00:00.000Z","false","46","Georgetown","fcs","Patriot","","2142","Colgate","fcs","Patriot",""
"8","regular","2025-10-18T17:00:00.000Z","false","2181","Drake","fcs","Pioneer","","2166","Davidson","fcs","Pioneer",""
"8","regular","2025-10-18T17:00:00.000Z","false","2506","Presbyterian","fcs","Pioneer","","56","Stetson","fcs","Pioneer",""
"8","regular","2025-10-18T17:00:00.000Z","false","124180","Bluefield State","ii","CIAA","","2075","Bowie State","ii","CIAA",""
"8","regular","2025-10-18T17:00:00.000Z","false","2551","Shaw","ii","CIAA","","2304","Johnson C Smith","ii","CIAA",""
"8","regular","2025-10-18T17:00:00.000Z","false","2736","Winston-Salem","ii","CIAA","","2940","Livingstone","ii","CIAA",""
"8","regular","2025-10-18T17:00:00.000Z","false","2273","Hillsdale","ii","Great Midwest Athletic","","2886","Northwood (MI)","ii","Great Midwest Athletic",""
"8","regular","2025-10-18T17:00:00.000Z","false","2782","Cortland","iii","Empire 8","","365","Alfred University","iii","Empire 8",""
"8","regular","2025-10-18T17:00:00.000Z","false","131","Wayne State (MI)","ii","GLIAC","","110254","Davenport","ii","GLIAC",""
"8","regular","2025-10-18T17:00:00.000Z","false","2128","University Of Charleston (WV)","ii","Mountain East","","341","Frostburg State","ii","Mountain East",""
"8","regular","2025-10-18T17:00:00.000Z","false","455","West Virginia Wesleyan","ii","Mountain East","","2699","West Liberty","ii","Mountain East",""
"8","regular","2025-10-18T17:00:00.000Z","false","2487","Pace","ii","Northeast 10","","2583","Southern Connecticut State","ii","Northeast 10",""
"8","regular","2025-10-18T17:00:00.000Z","false","215","Slippery Rock","ii","Pennsylvania State Athletic","","2291","Indiana-Pennsylvania","ii","Pennsylvania State Athletic",""
"8","regular","2025-10-18T17:00:00.000Z","false","209","Lock Haven University","ii","Pennsylvania State Athletic","","223","West Chester","ii","Pennsylvania State Athletic",""
"8","regular","2025-10-18T17:00:00.000Z","false","129469","Anderson (Sc)","ii","South Atlantic","","2105","Carson-Newman College","ii","South Atlantic",""
"8","regular","2025-10-18T17:00:00.000Z","false","2213","Emory & Henry College","ii","South Atlantic","","351","Wingate","ii","South Atlantic",""
"8","regular","2025-10-18T17:00:00.000Z","false","2013","Albany State GA","ii","SIAC","","2657","Tuskegee","ii","SIAC",""
"8","regular","2025-10-18T17:00:00.000Z","false","60","Morehouse College","ii","SIAC","","2323","Lane College","ii","SIAC",""
"8","regular","2025-10-18T17:00:00.000Z","false","2175","Dickinson (PA)","iii","Centennial","","2234","Franklin & Marshall","iii","Centennial",""
"8","regular","2025-10-18T17:00:00.000Z","false","118","Johns Hopkins University","iii","Centennial","","2667","Ursinus","iii","Centennial",""
"8","regular","2025-10-18T17:00:00.000Z","false","246","Juniata College","iii","Landmark Conference","","216","Susquehanna","iii","Landmark Conference",""
"8","regular","2025-10-18T17:00:00.000Z","false","2843","Western Connecticut St","iii","MSCAC","","2354","Lycoming","iii","Landmark Conference",""
"8","regular","2025-10-18T17:00:00.000Z","false","2896","Southern Virginia","iii","USA South","","291","Methodist","iii","USA South",""
"8","regular","2025-10-18T17:00:00.000Z","false","336","Wesleyan University (CT)","iii","NESCAC","","340","Bowdoin","iii","NESCAC",""
"8","regular","2025-10-18T17:00:00.000Z","false","548","Lagrange College","iii","USA South","","2913","Brevard College","iii","USA South",""
"8","regular","2025-10-18T17:00:00.000Z","false","3112","Christopher Newport","iii","New Jersey","","2871","Kean","iii","New Jersey",""
"8","regular","2025-10-18T17:00:00.000Z","false","2062","Bethany (WV)","iii","Presidents'","","2274","Hiram College","iii","Presidents'",""
"8","regular","2025-10-18T17:00:00.000Z","false","129738","Calvin University","iii","Michigan","","2003","Adrian","iii","Michigan",""
"8","regular","2025-10-18T17:00:00.000Z","false","2790","Albion","iii","Michigan","","2800","Alma","iii","Michigan",""
"8","regular","2025-10-18T17:00:00.000Z","false","2725","Widener","iii","Mid Atlantic","","388","Lebanon Valley","iii","Mid Atlantic",""
"8","regular","2025-10-18T17:00:00.000Z","false","83","Depauw","iii","North Coast","","2302","John Carroll University","iii","Ohio",""
"8","regular","2025-10-18T17:00:00.000Z","false","2980","Ohio Wesleyan","iii","North Coast","","2748","Wooster","iii","North Coast",""
"8","regular","2025-10-18T17:00:00.000Z","false","352","Kenyon","iii","North Coast","","89","Wabash College","iii","North Coast",""
"8","regular","2025-10-18T17:00:00.000Z","false","2258","Guilford College","iii","Old Dominion","","2516","Randolph-Macon","iii","Old Dominion",""
"8","regular","2025-10-18T17:00:00.000Z","false","2102","Carnegie Mellon","iii","Presidents'","","2248","Gettysburg","iii","Centennial",""
"8","regular","2025-10-18T17:00:00.000Z","false","2845","Waynesburg","iii","Presidents'","","2242","Geneva","iii","Presidents'",""
"8","regular","2025-10-18T17:00:00.000Z","false","2614","Saint Vincent","iii","Presidents'","","2686","Washington & Jefferson","iii","Presidents'",""
"8","regular","2025-10-18T17:00:00.000Z","false","2849","Westminster (PA)","iii","Presidents'","","2644","Thiel","iii","Presidents'",""
"8","regular","2025-10-18T17:00:00.000Z","false","446","Martin Luther","iii","Upper Midwest","","2257","Greenville","iii","Upper Midwest",""
"8","regular","2025-10-18T17:00:00.000Z","false","437","Lake Erie","ii","Great Midwest Athletic","","2682","Walsh","ii","Great Midwest Athletic",""
"8","regular","2025-10-18T17:00:00.000Z","false","509","Crown College","iii","Upper Midwest","","433","Westminster College (MO)","iii","Upper Midwest",""
"8","regular","2025-10-18T17:00:00.000Z","false","247","Kings College (PA)","iii","Mid Atlantic","","111674","Reading","iii","Mid Atlantic",""
"8","regular","2025-10-18T17:00:00.000Z","false","386","Trinity University TX","iii","Southern Athletic","","2519","Rhodes College","iii","Southern Athletic",""
"8","regular","2025-10-18T17:00:00.000Z","false","348","Hamilton","iii","NESCAC","","112","Tufts","iii","NESCAC",""
"8","regular","2025-10-18T17:00:00.000Z","false","2977","Trinity (CT)","iii","NESCAC","","2394","Middlebury","iii","NESCAC",""
"8","regular","2025-10-18T17:00:00.000Z","false","121","Bates","iii","NESCAC","","2731","Williams","iii","NESCAC",""
"8","regular","2025-10-18T17:00:00.000Z","false","7","Amherst","iii","NESCAC","","33","Colby College","iii","NESCAC",""
"8","regular","2025-10-18T17:00:00.000Z","false","2676","Virginia Union","ii","CIAA","","2339","Lincoln (PA)","ii","CIAA",""
"8","regular","2025-10-18T17:30:00.000Z","false","317","Marietta","iii","Ohio","","332","Muskingum University","iii","Ohio",""
"8","regular","2025-10-18T17:30:00.000Z","false","427","Ohio Northern","iii","Ohio","","424","Capital","iii","Ohio",""
"8","regular","2025-10-18T17:30:00.000Z","false","188","Baldwin Wallace","iii","Ohio","","86","Rose-Hulman","iii","Heartland",""
"8","regular","2025-10-18T17:30:00.000Z","false","2262","Hanover College","iii","Heartland","","2023","Anderson (IN)","iii","Heartland",""
"8","regular","2025-10-18T17:30:00.000Z","false","2233","Franklin","iii","Heartland","","2362","Manchester","iii","Heartland",""
"8","regular","2025-10-18T17:30:00.000Z","false","359","Otterbein","iii","Ohio","","2733","Wilmington (OH)","iii","Ohio",""
"8","regular","2025-10-18T17:30:00.000Z","false","471","Stevenson","iii","Mid Atlantic","","2969","Misericordia","iii","Mid Atlantic",""
"8","regular","2025-10-18T17:30:00.000Z","false","2074","Bluffton","iii","Heartland","","2419","Mount St. Joseph","iii","Heartland",""
"8","regular","2025-10-18T17:30:00.000Z","false","236","Chattanooga","fcs","Southern","","2193","East Tennessee State","fcs","Southern",""
"8","regular","2025-10-18T17:30:00.000Z","false","2678","VMI","fcs","Southern","","2535","Samford","fcs","Southern",""
"8","regular","2025-10-18T17:30:00.000Z","false","171","Columbia","fcs","Ivy","","219","Pennsylvania","fcs","Ivy",""
"8","regular","2025-10-18T17:30:00.000Z","false","2241","Gardner-Webb","fcs","Big South-OVC","","2630","UT Martin","fcs","Big South-OVC",""
"8","regular","2025-10-18T18:00:00.000Z","false","2643","The Citadel","fcs","Southern","","2717","Western Carolina","fcs","Southern",""
"8","regular","2025-10-18T18:00:00.000Z","false","2815","Lindenwood","fcs","Big South-OVC","","2635","Tennessee Tech","fcs","Big South-OVC",""
"8","regular","2025-10-18T18:00:00.000Z","false","257","Richmond","fcs","Patriot","","107","Holy Cross","fcs","Patriot",""
"8","regular","2025-10-18T18:00:00.000Z","false","2460","Northern Iowa","fcs","MVFC","","233","South Dakota","fcs","MVFC",""
"8","regular","2025-10-18T18:00:00.000Z","false","2413","Morehead State","fcs","Pioneer","","2368","Marist","fcs","Pioneer",""
"8","regular","2025-10-18T18:00:00.000Z","false","2271","Henderson State","ii","Great American","","2264","Harding University","ii","Great American",""
"8","regular","2025-10-18T18:00:00.000Z","false","2292","Indianapolis","ii","Great Lakes","","2876","Lincoln (MO)","ii","Great Lakes",""
"8","regular","2025-10-18T18:00:00.000Z","false","268","Lawrence University","iii","Midwest","","266","Beloit","iii","Midwest",""
"8","regular","2025-10-18T18:00:00.000Z","false","80","Chicago","iii","Midwest","","2891","Ripon","iii","Midwest",""
"8","regular","2025-10-18T18:00:00.000Z","false","2816","McKendree","ii","Great Lakes","","2402","Missouri S&T","ii","Great Lakes",""
"8","regular","2025-10-18T18:00:00.000Z","false","262","Lake Forest College","iii","Midwest","","65","Grinnell","iii","Midwest",""
"8","regular","2025-10-18T18:00:00.000Z","false","2812","Hope College","iii","Michigan","","126","Kalamazoo","iii","Michigan",""
"8","regular","2025-10-18T18:00:00.000Z","false","2524","Rockford","iii","NACC","","2151","Concordia University Chicago","iii","NACC",""
"8","regular","2025-10-18T18:00:00.000Z","false","330","Virginia St","ii","CIAA","","2207","Elizabeth City State","ii","CIAA",""
"8","regular","2025-10-18T18:00:00.000Z","false","2822","North Greenville","ii","Carolinas","","2882","UNC Pembroke","ii","Carolinas",""
"8","regular","2025-10-18T18:00:00.000Z","false","49","Dubuque","iii","American Rivers","","63","Buena Vista","iii","American Rivers",""
"8","regular","2025-10-18T18:00:00.000Z","false","263","Loras College","iii","American Rivers","","2685","Wartburg","iii","American Rivers",""
"8","regular","2025-10-18T18:00:00.000Z","false","67","Luther","iii","American Rivers","","2564","Simpson College (IA)","iii","American Rivers",""
"8","regular","2025-10-18T18:00:00.000Z","false","2194","East Texas Baptist University","iii","American Southwest","","2810","Hardin-Simmons","iii","American Southwest",""
"8","regular","2025-10-18T18:00:00.000Z","false","2101","Carleton","iii","Minnesota","","162","Hamline University","iii","Minnesota",""
"8","regular","2025-10-18T18:00:00.000Z","false","2152","Concordia Moorhead","iii","Minnesota","","2600","Saint John's (MN)","iii","Minnesota",""
"8","regular","2025-10-18T18:00:00.000Z","false","2044","Aurora","iii","NACC","","409","Concordia-Wisconsin","iii","NACC",""
"8","regular","2025-10-18T18:00:00.000Z","false","389","Upper Iowa University","ii","Great Lakes","","2586","Southwest Baptist","ii","Great Lakes",""
"8","regular","2025-10-18T18:00:00.000Z","false","125","Grand Valley State University","ii","GLIAC","","129","Saginaw Valley State","ii","GLIAC",""
"8","regular","2025-10-18T18:00:00.000Z","false","127991","Roosevelt","ii","GLIAC","","128","Northern Michigan","ii","GLIAC",""
"8","regular","2025-10-18T18:00:00.000Z","false","2170","Delta State","ii","Gulf South","","366","Ferrum","ii","Carolinas",""
"8","regular","2025-10-18T18:00:00.000Z","false","2687","Washburn","ii","Mid America","","2118","Central Missouri","ii","Mid America",""
"8","regular","2025-10-18T18:00:00.000Z","false","2071","Bloomsburg","ii","Pennsylvania State Athletic","","2974","Shepherd","ii","Pennsylvania State Athletic",""
"8","regular","2025-10-18T18:00:00.000Z","false","611","Seton Hill","ii","Pennsylvania State Athletic","","367","Gannon","ii","Pennsylvania State Athletic",""
"8","regular","2025-10-18T18:00:00.000Z","false","2146","Colorado School Of Mines","ii","Rocky Mountain","","2001","Adams State","ii","Rocky Mountain",""
"8","regular","2025-10-18T18:00:00.000Z","false","2237","Fort Lewis","ii","Rocky Mountain","","2123","Chadron St","ii","Rocky Mountain",""
"8","regular","2025-10-18T18:00:00.000Z","false","2964","Central College","iii","American Rivers","","6845","Nebraska Wesleyan","iii","American Rivers",""
"8","regular","2025-10-18T18:00:00.000Z","false","2119","Central State (OH)","ii","SIAC","","3077","Kentucky Christian","","",""
"8","regular","2025-10-18T18:00:00.000Z","false","2951","SUNY Maritime","iii","NEWMAC","","2467","Norwich","iii","NEWMAC",""
"8","regular","2025-10-18T18:00:00.000Z","false","2827","Rowan","iii","New Jersey","","2970","William Paterson","iii","New Jersey",""
"8","regular","2025-10-18T18:00:00.000Z","false","271","Wisconsin-Oshkosh","iii","Wisconsin","","2738","Wisconsin-Eau Claire","iii","Wisconsin",""
"8","regular","2025-10-18T18:00:00.000Z","false","272","Wisconsin-Platteville","iii","Wisconsin","","2740","Wisconsin-Lacrosse","iii","Wisconsin",""
"8","regular","2025-10-18T18:00:00.000Z","false","2743","Wisconsin-Stevens Pt","iii","Wisconsin","","2723","Wisconsin-River Falls","iii","Wisconsin",""
"8","regular","2025-10-18T18:00:00.000Z","false","2938","Huntingdon College (AL)","iii","USA South","","286","North Carolina Wesleyan","iii","USA South",""
"8","regular","2025-10-18T18:00:00.000Z","false","2398","Millsaps","iii","Southern Athletic","","2373","Maryville College (TN)","iii","USA South",""
"8","regular","2025-10-18T18:00:00.000Z","false","2079","Bridgewater (VA)","iii","Old Dominion","","417","Gallaudet","iii","Old Dominion",""
"8","regular","2025-10-18T18:00:00.000Z","false","2700","McDaniel College","iii","Centennial","","2422","Muhlenberg","iii","Centennial",""
"8","regular","2025-10-18T18:00:00.000Z","false","2399","Minnesota Morris","iii","Upper Midwest","","583","Northwestern (MN)","iii","Upper Midwest",""
"8","regular","2025-10-18T18:00:00.000Z","false","2553","Sewanee","iii","Southern Athletic","","2757","Berry College","iii","Southern Athletic",""
"8","regular","2025-10-18T18:00:00.000Z","false","2042","Augustana (IL)","iii","CCIW","","32","Carroll University (WI)","iii","CCIW",""
"8","regular","2025-10-18T18:00:00.000Z","false","396","Wheaton","iii","CCIW","","2106","Carthage","iii","CCIW",""
"8","regular","2025-10-18T18:00:00.000Z","false","75","North Park","iii","CCIW","","3071","North Central College","iii","CCIW",""
"8","regular","2025-10-18T18:00:00.000Z","false","143","Washington University (St. Louis)","iii","CCIW","","72","Elmhurst","iii","CCIW",""
"8","regular","2025-10-18T18:00:00.000Z","false","131109","Roanoke College","","","","2828","Shenandoah","iii","Old Dominion",""
"8","regular","2025-10-18T18:00:00.000Z","false","2045","Austin","iii","Southern Collegiate Athletic","","241","McMurry","iii","Southern Collegiate Athletic",""
"8","regular","2025-10-18T18:00:00.000Z","false","2359","Macalester","iii","Minnesota","","124","Augsburg","iii","Minnesota",""
"8","regular","2025-10-18T18:00:00.000Z","false","2832","St. Norbert","iii","NACC","","101","Eureka College","iii","NACC",""
"8","regular","2025-10-18T18:00:00.000Z","false","2968","Gustavus Adolphus","iii","Minnesota","","375","St. Scholastica","iii","Minnesota",""
"8","regular","2025-10-18T18:00:00.000Z","false","6353","Lakeland","iii","NACC","","2741","Wisconsin-Lutheran","iii","NACC",""
"8","regular","2025-10-18T18:00:00.000Z","false","2802","Bethel (MN)","iii","Minnesota","","133","St. Olaf","iii","Minnesota",""
"8","regular","2025-10-18T18:30:00.000Z","false","138","Northwest Missouri St","ii","Mid America","","2231","Fort Hays State","ii","Mid America",""
"8","regular","2025-10-18T18:30:00.000Z","false","2654","Truman State","ii","Great Lakes","","2825","Quincy","ii","Great Lakes",""
"8","regular","2025-10-18T18:30:00.000Z","false","191","Heidelberg","iii","Ohio","","426","University of Mount Union","iii","Ohio",""
"8","regular","2025-10-18T19:00:00.000Z","false","2069","Black Hills State","ii","Rocky Mountain","","2570","CSU Pueblo","ii","Rocky Mountain",""
"8","regular","2025-10-18T19:00:00.000Z","false","2396","Miles College","ii","SIAC","","2805","Clark Atlanta","ii","SIAC",""
"8","regular","2025-10-18T19:00:00.000Z","false","2919","Monmouth (IL)","iii","Midwest","","2155","Cornell College (IA)","iii","Midwest",""
"8","regular","2025-10-18T19:00:00.000Z","false","2286","Illinois College","iii","Midwest","","255","Knox College","iii","Midwest",""
"8","regular","2025-10-18T19:00:00.000Z","false","2568","Southern Arkansas","ii","Great American","","2033","Arkansas Tech","ii","Great American",""
"8","regular","2025-10-18T19:00:00.000Z","false","2028","Arkansas-Monticello","ii","Great American","","2888","Ouachita Baptist","ii","Great American",""
"8","regular","2025-10-18T19:00:00.000Z","false","199","Southeastern Oklahoma State","ii","Great American","","2823","Northwestern Oklahoma State","ii","Great American",""
"8","regular","2025-10-18T19:00:00.000Z","false","2858","PennWest California","ii","Pennsylvania State Athletic","","2134","Clarion","ii","Pennsylvania State Athletic",""
"8","regular","2025-10-18T19:00:00.000Z","false","2315","Kutztown University","ii","Pennsylvania State Athletic","","210","Millersville","ii","Pennsylvania State Athletic",""
"8","regular","2025-10-18T19:00:00.000Z","false","2424","New Mexico Highlands","ii","Rocky Mountain","","11","Colorado Mesa","ii","Rocky Mountain",""
"8","regular","2025-10-18T19:00:00.000Z","false","2331","Lenoir-Rhyne","ii","South Atlantic","","2842","UVA Wise","ii","South Atlantic",""
"8","regular","2025-10-18T19:00:00.000Z","false","2232","Fort Valley State","ii","SIAC","","2542","Savannah St","ii","SIAC",""
"8","regular","2025-10-18T19:00:00.000Z","false","2371","Mary Hardin-Baylor","iii","American Southwest","","102626","Texas Wesleyan","","",""
"8","regular","2025-10-18T19:00:00.000Z","false","79","Southern Illinois","fcs","MVFC","","155","North Dakota","fcs","MVFC",""
"8","regular","2025-10-18T19:00:00.000Z","false","2287","Illinois State","fcs","MVFC","","2754","Youngstown State","fcs","MVFC",""
"8","regular","2025-10-18T19:00:00.000Z","false","149","Montana","fcs","Big Sky","","2529","Sacred Heart","fcs","FCS Independents",""
"8","regular","2025-10-18T19:00:00.000Z","false","2640","Texas Southern","fcs","SWAC","","2355","Virginia University Of Lynchburg","","",""
"8","regular","2025-10-18T19:00:00.000Z","false","2400","Mississippi Valley State","fcs","SWAC","","124179","Lincoln (CA)","ii","Independent DII",""
"8","regular","2025-10-18T19:00:00.000Z","false","2029","Arkansas-Pine Bluff","fcs","SWAC","","2755","Grambling","fcs","SWAC",""
"8","regular","2025-10-18T19:00:00.000Z","false","2546","Southeast Missouri State","fcs","Big South-OVC","","2197","Eastern Illinois","fcs","Big South-OVC",""
"8","regular","2025-10-18T19:30:00.000Z","false","399","UAlbany","fcs","CAA","","227","Rhode Island","fcs","CAA",""
"8","regular","2025-10-18T19:30:00.000Z","false","2729","William & Mary","fcs","CAA","","2210","Elon","fcs","CAA",""
"8","regular","2025-10-18T19:30:00.000Z","false","2097","Campbell","fcs","CAA","","160","New Hampshire","fcs","CAA",""
"8","regular","2025-10-18T19:30:00.000Z","false","2050","Ball State","fbs","Mid-American","","2006","Akron","fbs","Mid-American",""
"8","regular","2025-10-18T19:30:00.000Z","false","2749","Worcester Polytechnic Institute","iii","NEWMAC","","81","Springfield","iii","NEWMAC",""
"8","regular","2025-10-18T19:30:00.000Z","false","2005","Air Force","fbs","Mountain West","","2751","Wyoming","fbs","Mountain West",""
"8","regular","2025-10-18T20:00:00.000Z","false","2047","Averett","iii","Old Dominion","","297","Hampden-Sydney","iii","Old Dominion",""
"8","regular","2025-10-18T20:00:00.000Z","false","2508","Puget Sound","iii","Northwest","","2930","Willamette","iii","Northwest",""
"8","regular","2025-10-18T20:00:00.000Z","false","203","Linfield College","iii","Northwest","","2721","Whitworth","iii","Northwest",""
"8","regular","2025-10-18T20:00:00.000Z","false","379","UMass Dartmouth","iii","MSCAC","","402","Worcester St","iii","MSCAC",""
"8","regular","2025-10-18T20:00:00.000Z","false","2018","Allegheny","iii","Presidents'","","146","Grove City College","iii","Presidents'",""
"8","regular","2025-10-18T20:00:00.000Z","false","18","Bridgewater State","iii","MSCAC","","110438","Dean College","iii","MSCAC",""
"8","regular","2025-10-18T20:00:00.000Z","false","2206","Edward Waters","ii","SIAC","","490","Benedict College","ii","SIAC",""
"8","regular","2025-10-18T20:00:00.000Z","false","2911","William Jewell","ii","Great Lakes","","196","Northeastern State","ii","Independent DII",""
